0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,0,0,0,0,0,0,0,0,chelsea,69.80,179.52,1869.55,1998.13,3669.15,3798.56,5469.97,5598.28
1,62,11,70,1,70,1,70,2,chelsea,136.08,230.91,1996.29,2065.67,3796.86,3866.62,5596.60,5666.13
2,61,11,69,1,70,3,70,3,edithvale,323.96,392.96,2190.82,2258.57,4015.90,4083.99,5747.49,5835.33
3,60,11,69,1,68,7,70,3,edithvale,391.07,445.22,2256.68,2386.25,4082.05,4211.04,5800.14,5962.02
4,60,11,70,2,66,7,70,4,haileybury,1251.60,1330.27,3186.66,3244.22,5009.93,5100.00,6717.56,6786.49
5,60,13,70,18,68,26,69,20,haileybury,1328.32,1457.18,3242.41,3372.82,5097.01,5228.25,6784.52,6913.07
6,58,13,68,18,66,28,65,19,springvale,2064.30,2194.67,4039.70,4173.00,5734.39,6119.36,7515.93,7688.75
7,53,13,67,20,61,30,62,20,springvale,2142.19,2322.49,4107.49,4300.80,5785.99,6246.16,7572.16,7816.03
8,52,14,63,22,59,31,57,20,brandonpark,2532.89,2833.23,4464.99,4780.74,6268.47,6775.69,7908.84,8277.74
9,52,15,59,24,57,32,57,23,brandonpark,2617.00,2956.00,4518.00,4905.00,6354.00,6901.00,7993.00,8328.00
10,49,15,56,23,55,33,56,22,glen,3258.34,3884.56,5121.32,5786.68,6982.08,7699.49,8500.48,8986.75
11,47,16,53,25,50,34,53,25,glen,3388.05,4020.26,5223.96,5914.02,7080.26,7825.98,8568.01,9038.75
12,45,16,50,27,49,34,50,26,bwdhwy,3914.05,4816.94,5753.28,6576.24,7546.84,8366.98,8981.45,9384.74
13,46,16,46,26,47,37,46,25,bwdhwy,4040.00,4942.00,5830.35,6702.00,7631.00,8491.00,9036.00,9433.00
14,44,16,44,25,41,39,42,23,nunawading,4739.85,5754.69,6480.77,7276.14,8122.88,9224.16,9511.69,9855.89
15,42,16,42,24,40,37,42,24,nunawading,4865.64,5881.56,6606.67,7402.28,8249.35,9350.96,9638.61,9982.56
16,36,15,37,24,38,38,41,24,,,,,,,,,
17,33,23,40,39,39,51,45,37,,,,,,,,,
18,31,24,39,39,37,52,44,36,,,,,,,,,
19,31,25,38,39,37,53,41,34,,,,,,,,,
20,29,24,36,37,36,49,42,36,,,,,,,,,
21,28,23,31,37,36,49,40,35,,,,,,,,,
22,26,25,28,34,32,51,38,35,,,,,,,,,
23,26,24,26,30,32,49,35,37,,,,,,,,,
24,24,25,25,27,33,47,35,35,,,,,,,,,
25,22,26,23,28,32,50,32,31,,,,,,,,,
26,19,24,19,30,30,52,25,33,,,,,,,,,
27,25,45,22,40,30,59,30,36,,,,,,,,,
28,23,46,22,42,29,56,29,33,,,,,,,,,
29,22,46,23,45,26,57,29,33,,,,,,,,,
30,22,48,22,45,23,57,29,32,,,,,,,,,
31,20,46,21,44,23,54,26,32,,,,,,,,,
32,19,43,20,46,23,52,25,30,,,,,,,,,
33,19,43,19,45,22,51,26,29,,,,,,,,,
34,19,43,18,45,21,51,26,28,,,,,,,,,
35,25,70,26,56,27,62,24,32,,,,,,,,,
36,24,70,26,55,24,60,24,30,,,,,,,,,
37,25,68,26,53,22,57,24,32,,,,,,,,,
38,24,65,25,51,23,56,22,30,,,,,,,,,
39,25,64,23,52,21,59,20,28,,,,,,,,,
40,25,67,22,49,21,59,20,27,,,,,,,,,
41,24,66,20,46,19,56,21,26,,,,,,,,,
42,23,68,20,43,19,54,20,23,,,,,,,,,
43,25,69,19,42,22,54,19,23,,,,,,,,,
44,24,63,18,42,17,47,16,21,,,,,,,,,
45,24,64,16,45,16,46,13,17,,,,,,,,,
46,33,70,44,58,25,55,19,20,,,,,,,,,
47,32,70,42,62,25,56,19,19,,,,,,,,,
48,34,70,41,58,25,55,15,17,,,,,,,,,
49,31,69,38,56,24,55,15,17,,,,,,,,,
50,32,69,36,52,23,49,13,17,,,,,,,,,
51,29,70,39,51,22,47,14,18,,,,,,,,,
52,28,68,39,47,25,45,17,18,,,,,,,,,
53,28,64,38,44,24,45,18,18,,,,,,,,,
54,38,70,61,54,30,55,23,21,,,,,,,,,
55,39,70,62,50,29,55,22,20,,,,,,,,,
56,40,67,62,49,28,55,25,19,,,,,,,,,
57,42,66,55,49,29,54,26,19,,,,,,,,,
58,43,66,54,48,28,53,24,18,,,,,,,,,
59,41,64,51,49,23,49,19,17,,,,,,,,,
60,42,61,46,46,22,52,19,15,,,,,,,,,
61,36,55,41,43,21,43,19,13,,,,,,,,,
62,28,49,35,33,16,36,17,12,,,,,,,,,
