0,0,-1
0,62,0
1,0,-1
0,61,1
1,10,0
0,61,2
1,10,1
1,10,2
0,60,3
1,10,3
0,60,4
1,15,4
0,56,5
1,14,5
0,55,6
1,14,6
1,14,7
0,53,7
1,15,8
0,50,8
1,14,9
0,49,9
1,14,10
1,14,11
1,13,12
0,45,10
1,12,13
0,42,11
1,12,14
1,10,15
0,38,12
0,37,13
1,12,16
0,37,14
1,12,17
0,38,15
1,12,18
1,11,19
1,12,20
0,47,16
1,13,21
1,14,22
0,47,17
1,13,23
0,45,18
1,13,24
0,42,19
0,41,20
1,16,25
2,0,-1
0,37,21
0,36,22
1,29,26
0,35,23
3,0,-1
2,70,0
1,29,27
0,33,24
2,69,1
1,28,28
3,0,0
3,0,1
0,31,25
2,67,2
1,26,29
3,2,2
1,27,30
2,66,3
3,2,3
1,26,31
0,42,26
2,66,4
1,28,32
0,41,27
0,41,28
1,29,33
2,60,5
3,17,4
0,40,29
3,19,5
2,57,6
0,37,30
1,50,34
0,37,31
1,47,35
3,21,6
2,55,7
0,34,32
1,49,36
2,53,8
3,24,7
0,34,33
2,54,9
1,47,37
3,24,8
3,25,9
2,52,10
0,48,34
1,49,38
2,50,11
3,26,10
1,48,39
2,47,12
3,28,11
0,47,35
3,28,12
0,46,36
1,42,40
2,42,13
2,42,14
3,27,13
0,47,37
3,26,14
1,41,41
0,48,38
2,38,15
1,38,42
3,26,15
0,47,39
1,39,43
2,39,16
0,46,40
2,37,17
1,36,44
2,35,18
0,44,41
3,44,16
0,43,42
2,33,19
3,44,17
2,32,20
1,70,45
2,32,21
3,43,18
0,39,43
1,70,46
4,0,-1
2,30,22
1,69,47
3,44,19
0,37,44
2,31,23
3,44,20
1,63,48
5,0,-1
2,31,24
3,44,21
1,65,49
4,69,0
4,68,1
0,40,45
5,0,0
3,44,22
0,40,46
5,0,1
4,66,2
2,27,25
3,46,23
0,39,47
5,3,2
1,65,50
4,65,3
0,38,48
2,31,26
3,45,24
5,5,3
2,31,27
1,66,51
2,31,28
4,67,4
0,37,49
2,31,29
3,46,25
4,65,5
2,31,30
1,66,52
2,29,31
5,20,4
0,37,50
2,28,32
4,63,6
5,22,5
3,55,26
2,28,33
0,37,51
1,70,53
4,61,7
3,51,27
2,29,34
5,22,6
0,35,52
5,24,7
1,68,54
2,27,35
4,57,8
3,54,28
0,65,53
5,26,8
2,26,36
0,65,54
4,54,9
1,63,55
3,53,29
0,69,55
2,24,37
5,28,9
4,51,10
2,24,38
3,54,30
4,49,11
1,61,56
0,69,56
5,29,10
2,21,39
3,51,31
5,30,11
4,45,12
4,45,13
2,18,40
3,49,32
5,31,12
1,62,57
4,46,14
0,67,57
5,32,13
3,49,33
2,17,41
5,33,14
4,42,15
2,17,42
1,63,58
0,65,58
5,30,15
2,15,43
3,61,34
1,59,59
4,47,16
2,12,44
3,61,35
0,65,59
4,45,17
1,54,60
2,18,45
3,57,36
5,44,16
0,60,60
2,20,46
1,50,61
4,40,18
5,44,17
2,22,47
4,37,19
3,54,37
5,44,18
2,22,48
0,50,61
2,22,49
4,34,20
5,43,19
3,50,38
2,22,50
5,45,20
4,33,21
3,49,39
2,21,51
4,31,22
6,0,-1
5,42,21
3,47,40
4,31,23
2,22,52
5,38,22
7,0,-1
4,28,24
3,47,41
2,31,53
6,70,0
5,41,23
3,50,42
6,70,1
2,30,54
7,1,0
4,23,25
3,50,43
7,4,1
6,69,2
5,39,24
7,5,2
6,69,3
3,52,44
4,26,26
2,33,55
7,5,3
5,40,25
4,24,27
6,69,4
2,33,56
4,22,28
3,61,45
2,30,57
6,67,5
3,57,46
5,43,26
2,32,58
7,30,4
4,22,29
4,23,30
7,30,5
4,23,31
2,30,59
5,41,27
3,55,47
4,23,32
6,62,6
4,23,33
2,26,60
3,52,48
7,29,6
5,38,28
2,23,61
4,26,34
6,58,7
7,30,7
3,51,49
4,25,35
5,37,29
4,25,36
6,56,8
7,32,8
4,26,37
5,36,30
3,47,50
6,54,9
7,31,9
5,35,31
4,25,38
6,53,10
4,25,39
3,45,51
6,53,11
7,32,10
5,34,32
4,22,40
6,52,12
3,45,52
7,34,11
6,51,13
5,35,33
7,36,12
6,50,14
4,19,41
7,36,13
3,57,53
4,18,42
7,36,14
6,45,15
5,44,34
4,17,43
3,54,54
7,33,15
5,42,35
4,19,44
6,45,16
3,52,55
5,39,36
6,42,17
6,41,18
3,48,56
5,35,37
7,49,16
4,27,45
6,38,19
3,47,57
5,36,38
7,49,17
3,46,58
4,27,46
5,37,39
6,36,20
4,25,47
3,43,59
7,49,18
4,24,48
7,50,19
5,37,40
6,35,21
4,23,49
3,37,60
4,23,50
6,34,22
7,46,20
4,22,51
5,31,41
3,30,61
6,30,23
5,29,42
4,24,52
7,42,21
5,30,43
6,28,24
7,41,22
5,31,44
7,39,23
4,37,53
4,37,54
7,39,24
6,27,25
5,48,45
4,34,55
5,45,46
6,31,26
7,39,25
4,35,56
5,43,47
5,43,48
4,34,57
6,29,27
5,41,49
4,31,58
6,29,28
7,44,26
5,39,50
5,39,51
4,30,59
6,29,29
7,47,27
6,26,30
4,26,60
6,25,31
5,36,52
6,25,32
4,23,61
7,47,28
6,25,33
5,45,53
7,43,29
7,42,30
6,33,34
5,45,54
7,40,31
6,29,35
5,42,55
7,39,32
6,28,36
5,39,56
6,26,37
7,37,33
6,26,38
5,38,57
6,25,39
5,32,58
6,22,40
7,44,34
5,29,59
6,22,41
7,44,35
6,21,42
7,42,36
5,22,60
6,20,43
7,43,37
6,20,44
5,19,61
7,39,38
6,27,45
7,41,39
6,29,46
6,27,47
7,40,40
6,24,48
7,39,41
7,39,42
6,22,49
7,37,43
6,20,50
7,36,44
6,20,51
6,18,52
7,45,45
7,45,46
6,23,53
7,42,47
6,23,54
6,23,55
7,43,48
7,43,49
6,23,56
7,42,50
6,21,57
6,18,58
7,39,51
6,18,59
6,17,60
7,36,52
6,12,61
7,44,53
7,44,54
7,43,55
7,39,56
7,38,57
7,36,58
7,32,59
7,27,60
7,24,61
