0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,0,0,0,0,0,0,0,0,chelsea,69.80,179.70,1869.15,1998.43,3669.96,3798.29,5470.02,5597.89
1,61,12,67,2,67,0,67,0,chelsea,136.08,230.87,1996.49,2050.68,3796.61,3850.54,5595.70,5664.82
2,61,12,67,2,68,0,69,0,edithvale,347.61,400.89,2177.74,2266.52,3986.59,4056.84,5780.18,5848.26
3,60,12,68,4,67,2,68,2,edithvale,398.88,453.19,2234.13,2392.00,4041.98,4185.21,5846.43,5974.90
4,60,12,67,7,67,5,68,3,haileybury,1245.89,1300.38,3184.78,3243.73,4966.76,5020.30,6723.94,6777.47
5,60,13,64,21,70,19,68,21,haileybury,1298.50,1428.24,3236.52,3370.14,5018.26,5148.55,6774.88,6905.31
6,56,15,59,24,67,20,67,24,springvale,2014.70,2086.77,3901.40,4116.97,5747.92,5953.17,7438.63,7611.22
7,54,15,57,25,67,21,66,25,springvale,2067.51,2214.79,3951.86,4243.36,5865.69,6080.29,7515.91,7727.27
8,51,15,55,27,66,22,64,24,brandonpark,2587.27,2767.56,4375.96,4832.97,6333.99,6599.01,7891.24,8290.36
9,50,14,54,27,65,22,63,24,brandonpark,2702.00,2891.00,4481.00,4957.00,6427.00,6722.00,7984.00,8385.00
10,49,14,50,24,60,25,59,24,glen,3282.39,3676.46,5099.60,5741.51,7016.78,7587.97,8580.61,9052.56
11,49,14,47,23,57,27,59,26,glen,3409.73,3802.66,5207.10,5871.85,7117.92,7715.13,8638.10,9120.20
12,45,14,46,23,54,30,57,25,bwdhwy,3862.68,4539.15,5633.88,6467.03,7537.69,8303.38,8946.63,9485.20
13,43,14,41,22,53,29,55,25,bwdhwy,3987.00,4665.00,5691.00,6592.00,7593.00,8428.00,8996.00,9535.00
14,37,14,40,25,49,28,53,23,nunawading,4717.80,5552.99,6391.14,7176.64,8074.53,9079.29,9441.49,10002.17
15,36,17,38,28,49,30,48,27,nunawading,4846.03,5679.94,6517.65,7303.10,8200.70,9206.36,9568.73,10088.69
16,32,17,33,28,44,29,38,27,,,,,,,,,
17,33,23,34,47,41,46,37,39,,,,,,,,,
18,31,23,35,48,39,45,37,40,,,,,,,,,
19,29,23,35,48,38,43,35,42,,,,,,,,,
20,28,22,35,45,36,44,33,42,,,,,,,,,
21,26,25,34,45,34,45,30,43,,,,,,,,,
22,25,23,30,45,33,45,27,37,,,,,,,,,
23,21,24,28,43,31,48,27,33,,,,,,,,,
24,18,26,27,44,30,47,25,30,,,,,,,,,
25,17,26,25,42,28,45,23,31,,,,,,,,,
26,16,27,25,44,25,42,22,31,,,,,,,,,
27,20,36,26,53,32,53,27,42,,,,,,,,,
28,19,37,26,54,32,55,27,43,,,,,,,,,
29,20,37,25,52,31,53,26,43,,,,,,,,,
30,20,40,25,54,31,53,25,40,,,,,,,,,
31,18,42,26,51,31,54,22,39,,,,,,,,,
32,16,41,27,47,30,54,20,37,,,,,,,,,
33,15,40,26,47,28,53,20,38,,,,,,,,,
34,14,39,24,47,26,53,18,39,,,,,,,,,
35,25,54,30,57,33,67,25,42,,,,,,,,,
36,26,50,27,54,33,63,24,41,,,,,,,,,
37,27,51,24,55,33,59,25,41,,,,,,,,,
38,29,54,23,57,31,58,24,41,,,,,,,,,
39,29,54,24,57,30,58,22,41,,,,,,,,,
40,29,51,23,56,30,57,22,41,,,,,,,,,
41,27,52,21,54,30,55,21,38,,,,,,,,,
42,24,53,20,50,29,53,21,34,,,,,,,,,
43,24,52,19,49,31,46,21,31,,,,,,,,,
44,23,52,17,48,29,47,21,28,,,,,,,,,
45,24,54,19,47,25,46,19,27,,,,,,,,,
46,34,70,38,55,32,55,20,27,,,,,,,,,
47,33,70,37,53,32,54,20,27,,,,,,,,,
48,34,70,38,49,32,54,20,26,,,,,,,,,
49,33,70,37,49,29,53,20,25,,,,,,,,,
50,32,66,34,47,28,51,19,25,,,,,,,,,
51,33,67,34,45,25,47,16,23,,,,,,,,,
52,33,69,32,39,25,46,15,20,,,,,,,,,
53,29,70,33,36,25,43,14,20,,,,,,,,,
54,42,70,62,44,24,57,18,22,,,,,,,,,
55,45,68,61,45,23,55,18,18,,,,,,,,,
56,46,68,61,44,22,52,20,18,,,,,,,,,
57,48,70,58,42,23,51,20,14,,,,,,,,,
58,49,69,59,40,23,50,20,13,,,,,,,,,
59,48,66,56,37,21,47,19,12,,,,,,,,,
60,46,62,51,33,18,47,18,11,,,,,,,,,
61,42,53,43,28,17,41,15,9,,,,,,,,,
62,36,48,35,27,13,37,13,8,,,,,,,,,
