0,0,-1
0,60,0
1,0,-1
0,58,1
0,58,2
1,11,0
1,11,1
0,58,3
1,10,2
0,59,4
1,10,3
0,54,5
1,12,4
1,12,5
0,53,6
1,12,6
0,51,7
1,12,7
0,48,8
1,11,8
0,48,9
1,11,9
0,47,10
0,47,11
1,12,10
1,12,11
0,45,12
1,12,12
0,43,13
1,13,13
0,40,14
1,12,14
0,37,15
1,12,15
0,37,16
0,36,17
1,22,16
0,33,18
1,22,17
0,32,19
1,20,18
0,29,20
1,20,19
1,21,20
0,27,21
1,22,21
0,25,22
0,25,23
1,21,22
1,21,23
0,23,24
1,18,24
2,0,-1
0,18,25
1,18,25
3,0,-1
2,67,0
0,23,26
0,23,27
2,70,1
3,1,0
0,24,28
3,1,1
0,24,29
2,70,2
1,31,26
0,24,30
0,24,31
2,70,3
1,32,27
3,8,2
1,31,28
3,8,3
0,22,32
2,70,4
0,20,33
1,28,29
2,68,5
1,28,30
3,20,4
1,29,31
0,27,34
3,21,5
1,28,32
2,64,6
0,28,35
2,63,7
1,31,33
3,20,6
0,28,36
2,61,8
0,27,37
2,59,9
3,21,7
0,26,38
1,51,34
3,20,8
2,56,10
1,49,35
0,26,39
3,20,9
0,26,40
2,53,11
2,53,12
3,21,10
1,51,36
0,25,41
1,53,37
3,22,11
2,47,13
0,28,42
1,52,38
2,46,14
0,29,43
3,27,12
0,27,44
3,29,13
1,53,39
2,39,15
3,26,14
1,51,40
3,26,15
0,41,45
0,41,46
2,39,16
1,51,41
0,38,47
2,38,17
0,37,48
1,54,42
2,37,18
0,37,49
3,41,16
2,35,19
3,41,17
1,57,43
2,36,20
0,35,50
3,43,18
1,57,44
2,35,21
0,37,51
3,40,19
0,38,52
4,0,-1
2,35,22
3,41,20
1,70,45
2,37,23
3,39,21
5,0,-1
1,70,46
2,36,24
0,51,53
4,69,0
3,40,22
1,70,47
5,1,0
0,52,54
3,41,23
4,70,1
5,3,1
2,33,25
0,52,55
1,67,48
4,69,2
5,5,2
4,68,3
3,38,24
1,67,49
2,34,26
5,6,3
0,53,56
2,35,27
4,69,4
3,35,25
0,51,57
2,33,28
4,68,5
1,63,50
0,48,58
2,31,29
1,63,51
5,25,4
2,31,30
0,42,59
3,50,26
4,65,6
5,27,5
2,32,31
2,31,32
3,49,27
0,36,60
4,63,7
1,64,52
2,31,33
0,32,61
3,50,28
5,27,6
4,60,8
3,46,29
5,28,7
1,70,53
4,55,9
3,48,30
2,40,34
5,28,8
3,48,31
5,27,9
2,36,35
1,69,54
3,49,32
4,49,10
2,37,36
4,47,11
1,69,55
5,28,10
3,54,33
4,46,12
2,34,37
5,28,11
4,44,13
2,32,38
5,29,12
1,68,56
3,59,34
4,40,14
2,28,39
