0,0,-1
0,60,0
1,0,-1
0,58,1
0,58,2
1,11,0
1,11,1
0,58,3
1,10,2
0,59,4
1,10,3
0,54,5
1,12,4
1,12,5
0,53,6
1,12,6
0,51,7
1,12,7
0,48,8
1,11,8
0,48,9
1,11,9
0,47,10
0,47,11
1,12,10
1,12,11
0,45,12
1,12,12
0,43,13
1,13,13
0,40,14
1,12,14
0,37,15
1,12,15
0,37,16
0,36,17
1,22,16
0,33,18
1,22,17
0,32,19
1,20,18
0,29,20
1,20,19
1,21,20
0,27,21
1,22,21
0,25,22
0,25,23
1,21,22
1,21,23
0,23,24
1,18,24
2,0,-1
0,18,25
1,18,25
3,0,-1
2,67,0
0,23,26
0,23,27
2,70,1
3,1,0
0,24,28
3,1,1
0,24,29
2,70,2
1,31,26
0,24,30
0,24,31
2,70,3
1,32,27
3,8,2
1,31,28
3,8,3
0,23,32
2,70,4
1,28,29
0,22,33
2,68,5
1,28,30
3,20,4
1,29,31
3,21,5
0,29,34
1,27,32
2,64,6
2,63,7
0,29,35
1,30,33
3,20,6
0,29,36
2,61,8
0,28,37
2,59,9
3,21,7
1,48,34
0,26,38
3,20,8
2,56,10
3,20,9
0,25,39
1,48,35
2,54,11
0,26,40
2,54,12
3,21,10
1,49,36
0,26,41
3,21,11
1,53,37
2,48,13
0,27,42
2,46,14
3,26,12
1,52,38
0,27,43
3,27,13
1,53,39
2,39,15
0,23,44
3,25,14
1,51,40
3,25,15
2,41,16
1,51,41
0,42,45
2,41,17
1,54,42
0,46,46
2,41,18
3,40,16
2,39,19
1,58,43
3,41,17
0,45,47
2,39,20
0,45,48
3,42,18
1,60,44
0,45,49
2,38,21
3,39,19
3,40,20
4,0,-1
2,37,22
0,42,50
1,70,45
2,37,23
3,38,21
1,69,46
0,43,51
5,0,-1
3,41,22
2,35,24
4,69,0
0,44,52
1,69,47
3,44,23
5,1,0
4,70,1
4,70,2
5,2,1
1,69,48
2,32,25
5,3,2
4,69,3
0,51,53
3,43,24
1,67,49
5,4,3
0,51,54
4,70,4
0,51,55
2,36,26
1,63,50
3,41,25
4,68,5
2,35,27
0,48,56
1,64,51
2,34,28
5,21,4
0,46,57
5,23,5
2,34,29
4,64,6
3,53,26
2,34,30
0,42,58
1,64,52
2,32,31
3,54,27
4,60,7
2,31,32
5,25,6
0,35,59
3,53,28
2,30,33
5,25,7
4,57,8
0,31,60
1,70,53
5,27,8
0,29,61
2,36,34
3,49,29
4,52,9
5,26,9
2,32,35
4,50,10
1,70,54
3,51,30
2,32,36
3,50,31
4,49,11
5,28,10
2,30,37
5,27,11
3,50,32
1,68,55
4,46,12
2,29,38
5,29,12
4,41,13
3,56,33
2,26,39
5,28,13
2,27,40
4,37,14
