0,0,-1
0,60,0
1,0,-1
0,59,1
0,59,2
1,11,0
1,11,1
0,59,3
1,11,2
1,11,3
0,60,4
1,13,4
0,58,5
1,12,5
0,55,6
1,12,6
0,55,7
1,11,7
0,51,8
1,11,8
0,47,9
1,11,9
0,45,10
1,11,10
0,45,11
1,12,11
0,42,12
1,12,12
0,41,13
1,14,13
0,38,14
1,14,14
0,38,15
1,14,15
0,41,16
0,38,17
0,38,18
0,38,19
1,24,16
1,25,17
0,36,20
1,25,18
0,33,21
1,25,19
1,27,20
0,33,22
1,27,21
0,32,23
1,27,22
0,30,24
2,0,-1
1,26,23
1,25,24
0,29,25
3,0,-1
2,70,0
1,24,25
0,30,26
2,70,1
3,1,0
3,2,1
2,69,2
0,29,27
3,3,2
2,68,3
1,44,26
0,27,28
3,3,3
0,27,29
1,44,27
2,66,4
0,29,30
1,45,28
0,30,31
2,61,5
3,18,4
0,28,32
3,18,5
1,41,29
2,60,6
0,28,33
2,57,7
3,22,6
1,39,30
0,33,34
2,54,8
1,38,31
3,24,7
0,29,35
2,52,9
0,28,36
1,37,32
3,22,8
2,48,10
0,28,37
1,38,33
3,24,9
0,28,38
2,43,11
0,27,39
3,23,10
2,40,12
0,24,40
1,58,34
3,26,11
2,39,13
2,39,14
3,27,12
0,22,41
1,60,35
3,28,13
0,21,42
2,34,15
3,27,14
1,62,36
0,23,43
3,28,15
0,22,44
1,62,37
2,36,16
1,62,38
2,35,17
0,30,45
0,29,46
2,32,18
3,48,16
1,66,39
2,32,19
0,29,47
1,65,40
3,51,17
2,28,20
0,26,48
3,52,18
0,26,49
2,24,21
3,51,19
1,61,41
2,23,22
0,26,50
3,49,20
1,61,42
0,27,51
4,0,-1
2,20,23
3,52,21
2,18,24
3,53,22
0,25,52
1,60,43
5,0,-1
3,50,23
1,59,44
4,70,0
3,49,24
4,70,1
5,3,0
2,19,25
0,38,53
4,70,2
5,3,1
0,39,54
4,70,3
2,21,26
1,70,45
5,7,2
0,39,55
2,20,27
3,51,25
1,68,46
2,20,28
4,69,4
5,8,3
4,68,5
1,69,47
2,19,29
0,39,56
2,19,30
0,38,57
3,63,26
1,67,48
2,18,31
0,36,58
4,66,6
5,28,4
3,62,27
2,19,32
0,32,59
4,65,7
5,30,5
3,59,28
1,64,49
0,28,60
2,14,33
4,64,8
0,25,61
3,56,29
2,17,34
4,62,9
1,66,50
3,54,30
5,35,6
2,16,35
5,35,7
3,54,31
4,60,10
1,67,51
5,35,8
2,17,36
4,57,11
3,49,32
2,18,37
1,65,52
5,33,9
4,54,12
2,17,38
4,52,13
5,32,10
2,15,39
3,45,33
5,31,11
2,16,40
4,49,14
1,70,53
5,30,12
2,17,41
4,47,15
5,31,13
