0,0,-1
0,60,0
1,0,-1
0,58,1
0,58,2
1,11,0
1,11,1
0,58,3
1,10,2
0,58,4
1,10,3
0,53,5
1,13,4
1,13,5
0,52,6
1,13,6
0,50,7
1,13,7
0,47,8
1,12,8
0,47,9
1,12,9
0,46,10
0,46,11
1,13,10
1,13,11
0,44,12
1,13,12
0,43,13
1,13,13
0,40,14
1,12,14
0,37,15
1,12,15
0,36,16
0,34,17
1,23,16
0,31,18
0,30,19
1,24,17
0,27,20
1,22,18
1,23,19
0,24,21
0,23,22
1,25,20
0,23,23
1,27,21
0,21,24
1,26,22
1,26,23
1,23,24
2,0,-1
0,17,25
0,17,26
3,0,-1
0,17,27
1,22,25
0,17,28
2,64,0
0,17,29
0,16,30
2,68,1
3,1,0
0,16,31
2,68,2
3,1,1
1,37,26
2,68,3
0,18,32
1,38,27
3,7,2
1,37,28
0,16,33
2,70,4
3,7,3
2,69,5
1,34,29
1,35,30
0,23,34
2,67,6
0,22,35
3,24,4
1,36,31
2,65,7
3,25,5
0,24,36
1,33,32
0,23,37
2,64,8
1,36,33
3,24,6
2,62,9
0,20,38
2,59,10
0,16,39
3,26,7
0,15,40
2,56,11
3,25,8
1,53,34
2,56,12
3,26,9
0,16,41
2,52,13
1,54,35
3,26,10
0,17,42
2,50,14
3,26,11
0,20,43
1,54,36
3,29,12
0,19,44
1,52,37
2,43,15
3,29,13
1,52,38
3,26,14
2,44,16
0,31,45
0,31,46
1,55,39
3,26,15
2,43,17
0,29,47
1,53,40
2,42,18
0,30,48
2,42,19
1,53,41
0,30,49
2,41,20
3,43,16
0,30,50
2,39,21
1,54,42
0,29,51
3,45,17
1,55,43
2,39,22
3,46,18
0,30,52
3,44,19
2,38,23
1,55,44
3,45,20
2,37,24
4,0,-1
0,40,53
3,43,21
1,70,45
2,33,25
5,0,-1
0,40,54
1,70,46
4,67,0
0,39,55
3,40,22
2,33,26
5,1,0
4,69,1
1,70,47
2,33,27
4,69,2
3,43,23
5,1,1
1,69,48
5,2,2
4,69,3
2,31,28
0,40,56
1,69,49
0,38,57
3,40,24
2,28,29
4,70,4
5,5,3
0,35,58
4,69,5
2,26,30
2,26,31
1,62,50
0,35,59
3,36,25
2,26,32
4,68,6
5,18,4
1,64,51
0,30,60
2,26,33
0,28,61
4,66,7
5,22,5
3,54,26
4,64,8
1,67,52
2,30,34
2,28,35
5,23,6
3,53,27
2,28,36
4,59,9
5,24,7
3,49,28
2,30,37
1,70,53
4,56,10
5,24,8
4,55,11
3,45,29
2,28,38
3,46,30
4,53,12
1,70,54
5,27,9
2,27,39
3,48,31
2,30,40
4,47,13
5,28,10
3,49,32
5,28,11
1,70,55
2,31,41
4,42,14
5,29,12
3,49,33
